"","camis","dba","boro","zipcode","cuisine_description","score","grade","rodent_list","roach_list","total.list","white.list","black.list","asian.list","multi.list","other.list","mean_income.list","median_income.list","cuisine_group_factor"
"100671","40997900","MR WASABI","QUEENS","11361","Chinese",10,"A",FALSE,FALSE,30597,0.534823676,0.024937085,0.336176749,0.036637579,0.067424911,89065,75335,"Chinese"
"100717","40998001","KOMBIT KREYOL","BROOKLYN","11217","Caribbean",12,"A",TRUE,FALSE,38787,0.548379612,0.208471911,0.065588986,0.043803336,0.133756155,117480,81862,"Latin/Spanish"
"100757","40998470","ANDY'S RESTAURAUNT","MANHATTAN","10035","Latin (Cuban, Dominican, Puerto Rican, South & Central American)",10,"A",FALSE,TRUE,33488,0.21109054,0.393364787,0.040790731,0.037744864,0.317009078,46385,24533,"Latin/Spanish"
"100895","40998983","CASA MONO/BAR JAMON (NEXT DOOR)","MANHATTAN","10003","Tapas",11,"A",FALSE,FALSE,57310,0.775955331,0.041196999,0.134444251,0.029767929,0.018635491,146769,92540,"Latin/Spanish"
"100905","40999052","ALLIGATOR LOUNGE","BROOKLYN","11211","Pizza",7,"A",FALSE,FALSE,93271,0.825497743,0.045930675,0.035777466,0.02009199,0.072702126,70753,46848,"Pizza"
"100968","40999185","GAETANA'S CUCINA ITALIANA","MANHATTAN","10014","Italian",11,"A",FALSE,FALSE,30597,0.878877014,0.020819035,0.061901494,0.023662451,0.014740007,170750,108483,"Italian"
"101014","40999193","KO SUSHI","MANHATTAN","10021","Japanese",12,"A",FALSE,FALSE,40862,0.885003181,0.019235476,0.074543586,0.013729137,0.00748862,208019,107907,"Asian"
"101124","40999268","HIBISCUS RESTAURANT","QUEENS","11419","Caribbean",8,"A",TRUE,FALSE,49193,0.11889903,0.177667554,0.302319436,0.079442197,0.321671783,70532,56735,"Latin/Spanish"
"101163","40999287","IL COLOSSEO","BROOKLYN","11214","Italian",2,"A",FALSE,FALSE,83156,0.570229448,0.010378085,0.339530521,0.010101496,0.06976045,59810,43398,"Italian"
"101240","40999540","LA ESQUINA CRIOLLA","QUEENS","11373","Latin (Cuban, Dominican, Puerto Rican, South & Central American)",11,"A",TRUE,FALSE,99159,0.398118174,0.019796488,0.488094878,0.021188193,0.072802267,62530,47667,"Latin/Spanish"
"101339","41000357","SUBWAY","MANHATTAN","10001","Sandwiches",10,"A",FALSE,FALSE,21966,0.63475371,0.107575344,0.175452973,0.049075844,0.033142129,157557,81671,"Sandwiches"
"101353","41000442","ROMANTICOS","QUEENS","11372","Latin (Cuban, Dominican, Puerto Rican, South & Central American)",9,"A",FALSE,FALSE,63320,0.615240051,0.022109918,0.18780796,0.031285534,0.143556538,62316,48683,"Latin/Spanish"
"101371","41000961","BLEEKER STREET PIZZA","MANHATTAN","10014","Pizza",9,"A",FALSE,FALSE,30597,0.878877014,0.020819035,0.061901494,0.023662451,0.014740007,170750,108483,"Pizza"
"101392","41001024","LA PLAYA RESTAURANT","QUEENS","11693","Latin (Cuban, Dominican, Puerto Rican, South & Central American)",23,"Z",FALSE,FALSE,11335,0.56082929,0.314953683,0.059902955,0.014997794,0.049316277,60995,50570,"Latin/Spanish"
"101441","41001087","WOLFGANG'S STEAK HOUSE","MANHATTAN","10016","Steak",13,"A",FALSE,FALSE,51196,0.748906165,0.032912728,0.155480897,0.023380733,0.039319478,155107,105324,"American"
"101487","41001127","KORONET PIZZA","MANHATTAN","10025","Pizza",12,"A",FALSE,FALSE,97390,0.657213266,0.153794024,0.093284731,0.031009344,0.064698634,119878,68516,"Pizza"
"101529","41001182","SUBWAY, CARVEL ICE CREAM","QUEENS","11102","Sandwiches",7,"A",FALSE,FALSE,34529,0.56474268,0.096556518,0.15812795,0.030438182,0.150134669,67035,49924,"Sandwiches"
"101607","41001763","ORIENTAL GARDEN RESTAURANT","MANHATTAN","10013","Chinese",25,"B",FALSE,FALSE,26065,0.561212354,0.036063687,0.342106273,0.04331479,0.017302897,207336,83725,"Chinese"
"101640","41001788","KING'S BUFFET","BROOKLYN","11223","Chinese",11,"A",FALSE,FALSE,74606,0.664504195,0.039272981,0.236817414,0.017183605,0.042221805,60488,41328,"Chinese"
"101685","41002547","MCDONALD'S","MANHATTAN","10018","Hamburgers",7,"A",FALSE,FALSE,7021,0.587523145,0.066229882,0.255234297,0.025637374,0.065375303,139891,104635,"American"
"101740","41002741","MARCHINIS HOMESTYLE PIZZERIA","QUEENS","11378","Pizza/Italian",10,"A",FALSE,FALSE,32268,0.785824966,0.016269989,0.096256353,0.012799058,0.088849634,69726,57474,"Italian"
"101779","41002789","SUNSET RIDGE DELI","BROOKLYN","11220","Delicatessen",12,"A",FALSE,FALSE,103089,0.316163703,0.025686543,0.421703577,0.021156476,0.215289701,53080,37580,"Sandwiches"
"101866","41003679","TEEDA THAI CUISINE","BROOKLYN","11231","Thai",9,"A",FALSE,FALSE,34137,0.644989308,0.124000352,0.055599496,0.040513226,0.134897618,109631,78174,"Asian"
"101881","41003717","KINGDOM CAFE & RISTORANTE","STATEN ISLAND","10312","Italian",13,"A",TRUE,FALSE,60081,0.928280155,0.006341439,0.051413925,0.007789484,0.006174997,101227,85324,"Italian"
"101910","41004050","PEKING KITCHEN","BROOKLYN","11206","Chinese",12,"A",FALSE,FALSE,81525,0.446513339,0.254155167,0.049457222,0.032186446,0.217687826,43235,28559,"Chinese"
"101933","41004067","CHINA SUN","BROOKLYN","11208","Chinese",9,"A",FALSE,FALSE,93107,0.330254438,0.519885723,0.047923357,0.016615292,0.08532119,45630,35079,"Chinese"
"101966","41004075","HALE & HEARTY SOUP","MANHATTAN","10004","Soups & Sandwiches",12,"A",FALSE,FALSE,2807,0.79836124,0.035625223,0.137513359,0.021375134,0.007125045,206142,129313,"Sandwiches"
"102005","41004145","GOLDEN KRUST CARIBBEAN BAKERY & GRILL","BRONX","10467","Caribbean",5,"A",FALSE,FALSE,98754,0.186635478,0.384814792,0.061101322,0.042823582,0.324624825,47694,36048,"Latin/Spanish"
"102095","41004486","GALANGA THAI COOKING","MANHATTAN","10012","Thai",7,"A",FALSE,FALSE,26145,0.753145917,0.022566456,0.165959074,0.029795372,0.02853318,136376,86594,"Asian"
"102131","41004491","LA FLOR DEL PARAISO FRANCY RESTAURANT #4","QUEENS","11421","Latin (Cuban, Dominican, Puerto Rican, South & Central American)",5,"A",FALSE,FALSE,42588,0.447520428,0.065652296,0.166619705,0.044754391,0.275453179,76733,60897,"Latin/Spanish"
"102231","41004578","BETTOLA","MANHATTAN","10024","Italian",12,"A",FALSE,FALSE,59164,0.809884389,0.067929822,0.060188628,0.044030153,0.017967007,194424,109956,"Italian"
"102255","41004618","MR. LO KITCHEN","QUEENS","11040","Chinese",8,"A",FALSE,FALSE,40231,0.595784345,0.008227486,0.320598543,0.027913798,0.047475827,118525,101434,"Chinese"
"102304","41004674","FLORIDITA RESTAURANT UPTOWN","MANHATTAN","10033","Latin (Cuban, Dominican, Puerto Rican, South & Central American)",9,"A",FALSE,FALSE,58710,0.411003236,0.090172032,0.027201499,0.04184977,0.429773463,62147,41556,"Latin/Spanish"
"102325","41004767","SUBWAY","QUEENS","11106","Sandwiches",10,"A",FALSE,FALSE,36869,0.607936207,0.083050801,0.165477773,0.031516993,0.112018227,65573,48720,"Sandwiches"
"102345","41004774","AKA SUSHI JAPANESE RESTAURANT","STATEN ISLAND","10312","Japanese",12,"A",FALSE,FALSE,60081,0.928280155,0.006341439,0.051413925,0.007789484,0.006174997,101227,85324,"Asian"
"102375","41004799","HONG KONG RESTAURANT","QUEENS","11418","Chinese",10,"A",FALSE,FALSE,36828,0.384815901,0.081106767,0.248642337,0.058352341,0.227082655,71669,60691,"Chinese"
"102389","41004963","CHIPOTLE MEXICAN GRILL","MANHATTAN","10001","Mexican",5,"A",FALSE,FALSE,21966,0.63475371,0.107575344,0.175452973,0.049075844,0.033142129,157557,81671,"Latin/Spanish"
"102406","41004976","SUBWAY","MANHATTAN","10044","Sandwiches",6,"A",FALSE,FALSE,12346,0.554430585,0.174874453,0.192127005,0.047221772,0.031346185,109332,83066,"Sandwiches"
"102507","41005109","K & H DELI","BROOKLYN","11222","Delicatessen",7,"A",FALSE,FALSE,34186,0.839583455,0.018545603,0.056836132,0.025302756,0.059732054,79763,63739,"Sandwiches"
"102568","41005330","NEW BO KY RESTAURANT","MANHATTAN","10013","Vietnamese/Cambodian/Malaysia",27,"B",FALSE,FALSE,26065,0.561212354,0.036063687,0.342106273,0.04331479,0.017302897,207336,83725,"Asian"
"102630","41005529","ELSA LA REYNA DEL CHICHARRON","MANHATTAN","10032","Latin (Cuban, Dominican, Puerto Rican, South & Central American)",10,"A",FALSE,FALSE,59374,0.285158487,0.226395392,0.029709974,0.062333681,0.396402466,49378,34568,"Latin/Spanish"
"102658","41006004","VIVA MEXICO","BROOKLYN","11232","Mexican",12,"A",FALSE,FALSE,28824,0.401158757,0.060817374,0.143456842,0.04652373,0.348043297,57917,43595,"Latin/Spanish"
"102721","41006019","TETTE CLUB","MANHATTAN","10034","Spanish",5,"A",FALSE,FALSE,41510,0.362105517,0.0913033,0.019730185,0.051529752,0.475331245,57323,41171,"Latin/Spanish"
"102794","41006323","PAPA JOHN'S","QUEENS","11366","Pizza",9,"A",FALSE,FALSE,13499,0.49825913,0.067412401,0.369508853,0.040743759,0.024075857,90718,71350,"Pizza"
"102836","41006352","KENKA","MANHATTAN","10003","Japanese",8,"A",FALSE,FALSE,57310,0.775955331,0.041196999,0.134444251,0.029767929,0.018635491,146769,92540,"Asian"
"102875","41006423","BROTHERS PIZZA II","STATEN ISLAND","10309","Pizza/Italian",12,"A",FALSE,FALSE,32646,0.915058506,0.025056669,0.037493108,0.011027385,0.011364333,105948,86297,"Italian"
"102948","41006765","DOS CAMINOS","MANHATTAN","10014","Mexican",12,"A",FALSE,FALSE,30597,0.878877014,0.020819035,0.061901494,0.023662451,0.014740007,170750,108483,"Latin/Spanish"
"103009","41007078","LOS POLLITOS RESTAURANT II","BROOKLYN","11217","Mexican",13,"A",FALSE,FALSE,38787,0.548379612,0.208471911,0.065588986,0.043803336,0.133756155,117480,81862,"Latin/Spanish"
"103037","41007188","SUBWAY","QUEENS","11368","Sandwiches",11,"A",FALSE,FALSE,107962,0.455669587,0.119393861,0.113456587,0.026907616,0.28457235,57070,45964,"Sandwiches"
"103093","41007533","UMI NO IE","MANHATTAN","10003","Japanese",12,"A",FALSE,FALSE,57310,0.775955331,0.041196999,0.134444251,0.029767929,0.018635491,146769,92540,"Asian"
"103142","41007766","NEW RED STAR","BRONX","10455","Chinese",9,"A",FALSE,FALSE,38576,0.180397138,0.320613853,0.002799668,0.03007051,0.46611883,32350,22609,"Chinese"
"103166","41007823","BARMASA / MASA","MANHATTAN","10019","Japanese",9,"A",FALSE,FALSE,38394,0.726181174,0.065765484,0.134005313,0.026332239,0.047715789,135288,84424,"Asian"
"103227","41008043","SUNSET DELI","BROOKLYN","11232","Delicatessen",13,"A",FALSE,FALSE,28824,0.401158757,0.060817374,0.143456842,0.04652373,0.348043297,57917,43595,"Sandwiches"
"103253","41008085","MARISCO CENTRO RESTAURANT","MANHATTAN","10033","Latin (Cuban, Dominican, Puerto Rican, South & Central American)",9,"A",TRUE,FALSE,58710,0.411003236,0.090172032,0.027201499,0.04184977,0.429773463,62147,41556,"Latin/Spanish"
"103336","41008413","TU SONRISA","MANHATTAN","10032","Latin (Cuban, Dominican, Puerto Rican, South & Central American)",7,"A",FALSE,FALSE,59374,0.285158487,0.226395392,0.029709974,0.062333681,0.396402466,49378,34568,"Latin/Spanish"
"103374","41008526","KANOYAMA","MANHATTAN","10003","Japanese",14,"B",FALSE,FALSE,57310,0.775955331,0.041196999,0.134444251,0.029767929,0.018635491,146769,92540,"Asian"
"103442","41008857","KRISS WEST INDIAN RESTAURANT","QUEENS","11412","Caribbean",11,"A",FALSE,TRUE,37176,0.023079406,0.882612438,0.023805681,0.024047773,0.046454702,80374,70672,"Latin/Spanish"
"103565","41009192","HOT POT JAMAICAN & AMERICAN CUISINE","QUEENS","11411","Caribbean",10,"A",FALSE,FALSE,18722,0.032475163,0.916088025,0.018213866,0.018694584,0.014528362,93660,83099,"Latin/Spanish"
"103579","41009230","ALICE'S PALACE","BROOKLYN","11208","Caribbean",10,"A",FALSE,TRUE,93107,0.330254438,0.519885723,0.047923357,0.016615292,0.08532119,45630,35079,"Latin/Spanish"
"103591","41009267","UNDERGROUND PIZZA","MANHATTAN","10004","Pizza",12,"A",FALSE,FALSE,2807,0.79836124,0.035625223,0.137513359,0.021375134,0.007125045,206142,129313,"Pizza"
"103664","41009678","LASSO","MANHATTAN","10012","Pizza",10,"A",TRUE,FALSE,26145,0.753145917,0.022566456,0.165959074,0.029795372,0.02853318,136376,86594,"Pizza"
"103710","41009687","CHIPOTLE MEXICAN GRILL","MANHATTAN","10022","Mexican",9,"A",FALSE,FALSE,29618,0.852961037,0.020730637,0.097980958,0.013944223,0.014383145,214340,109019,"Latin/Spanish"
"103745","41009780","BELLEROSE FAMOUS PIZZA","QUEENS","11367","Pizza",7,"A",FALSE,FALSE,41022,0.565355175,0.094047097,0.226220077,0.036516991,0.07786066,73125,56608,"Pizza"
"103764","41010065","CAFE DANIELLOS PIZZERIA RESTAURANT","MANHATTAN","10022","Pizza/Italian",10,"A",FALSE,FALSE,29618,0.852961037,0.020730637,0.097980958,0.013944223,0.014383145,214340,109019,"Italian"
"103787","41010148","NEW LANE PIZZERIA","QUEENS","11421","Pizza/Italian",9,"A",FALSE,FALSE,42588,0.447520428,0.065652296,0.166619705,0.044754391,0.275453179,76733,60897,"Italian"
"103814","41010271","MINCA RAMEN FACTORY","MANHATTAN","10009","Japanese",10,"A",TRUE,FALSE,62810,0.597675529,0.071580958,0.152682694,0.032733641,0.145327177,85508,59929,"Asian"
"103917","41010509","DOMINICAN FOOD R. A. DELI","STATEN ISLAND","10303","Latin (Cuban, Dominican, Puerto Rican, South & Central American)",10,"A",FALSE,FALSE,24537,0.397399845,0.364143946,0.071157843,0.043118556,0.12417981,65878,51537,"Latin/Spanish"
"104039","41011076","YAKITORI SUN-CHAN","MANHATTAN","10025","Japanese",19,"B",FALSE,FALSE,97390,0.657213266,0.153794024,0.093284731,0.031009344,0.064698634,119878,68516,"Asian"
"104137","41011367","MEXICANA DELI GROCERY","BRONX","10467","Mexican",10,"A",FALSE,FALSE,98754,0.186635478,0.384814792,0.061101322,0.042823582,0.324624825,47694,36048,"Latin/Spanish"
"104164","41011463","MINI PICANTERIA EL GUAYAQUILENO RESTAURANT","QUEENS","11373","Latin (Cuban, Dominican, Puerto Rican, South & Central American)",13,"A",TRUE,FALSE,99159,0.398118174,0.019796488,0.488094878,0.021188193,0.072802267,62530,47667,"Latin/Spanish"
"104226","41011653","MOZZARELLI'S","MANHATTAN","10010","Italian",10,"A",FALSE,FALSE,30670,0.711444408,0.059341376,0.149722856,0.048679491,0.030811868,145088,97955,"Italian"
"104243","41011682","BARBUTO","MANHATTAN","10014","Italian",4,"A",FALSE,FALSE,30597,0.878877014,0.020819035,0.061901494,0.023662451,0.014740007,170750,108483,"Italian"
"104263","41011815","CASTRO'S RESTAURANT","BROOKLYN","11205","Mexican",13,"A",TRUE,FALSE,43002,0.474326775,0.320706014,0.056113669,0.033300777,0.115552765,73758,44688,"Latin/Spanish"
"104360","41012120","GOLDEN KRUST CARIBBEAN BAKERY & GRILL","BROOKLYN","11225","Caribbean",11,"A",TRUE,FALSE,59182,0.177672265,0.73441249,0.022287182,0.011625156,0.054002906,56892,42922,"Latin/Spanish"
"104389","41012154","CHINA GARDEN CHINESE RESTAURANT","BROOKLYN","11213","Chinese",3,"A",FALSE,FALSE,62059,0.201034499,0.693549687,0.015581946,0.016000902,0.073832965,46913,34794,"Chinese"
"104480","41012907","TOLOACHE MEXICAN BISTRO","MANHATTAN","10019","Mexican",10,"A",FALSE,FALSE,38394,0.726181174,0.065765484,0.134005313,0.026332239,0.047715789,135288,84424,"Latin/Spanish"
"104523","41012973","MAMA'S PIZZERIA","MANHATTAN","10025","Pizza/Italian",10,"A",FALSE,FALSE,97390,0.657213266,0.153794024,0.093284731,0.031009344,0.064698634,119878,68516,"Italian"
"104566","41013350","NEW YORK MUFFINS","BROOKLYN","11249","Sandwiches/Salads/Mixed Buffet",12,"A",TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,"Sandwiches"
"104672","41013992","MCDONALD'S","BRONX","10472","Hamburgers",3,"A",FALSE,FALSE,68898,0.149583442,0.304885483,0.059740486,0.093326367,0.392464222,43093,30288,"American"
"104699","41014056","REYES RESTAURANT","QUEENS","11377","Latin (Cuban, Dominican, Puerto Rican, South & Central American)",4,"Z",FALSE,FALSE,86316,0.469078734,0.030376755,0.364891793,0.026877983,0.108774735,63139,49886,"Latin/Spanish"
"104760","41014435","YOLI RESTAURANT","MANHATTAN","10009","Latin (Cuban, Dominican, Puerto Rican, South & Central American)",7,"A",FALSE,FALSE,62810,0.597675529,0.071580958,0.152682694,0.032733641,0.145327177,85508,59929,"Latin/Spanish"
"104787","41014480","BECCOFINO","BRONX","10471","Italian",10,"A",FALSE,FALSE,22030,0.725601453,0.079573309,0.077485247,0.026872447,0.090467544,103040,71798,"Italian"
"104803","41014529","EL CASTILLO DE JAGUA #2","MANHATTAN","10002","Latin (Cuban, Dominican, Puerto Rican, South & Central American)",2,"A",FALSE,FALSE,82191,0.310800453,0.0736942,0.444391722,0.037899527,0.133214099,60347,33218,"Latin/Spanish"
"104860","41014581","LANDY PIZZERIA RESTAURANT","BROOKLYN","11209","Pizza",11,"A",FALSE,FALSE,72623,0.771188191,0.023312174,0.125814136,0.023835424,0.055850075,82258,58261,"Pizza"
"104942","41014806","SUBWAY","MANHATTAN","10019","Sandwiches",9,"A",FALSE,FALSE,38394,0.726181174,0.065765484,0.134005313,0.026332239,0.047715789,135288,84424,"Sandwiches"
"105003","41014851","CATERINA PIZZA","BROOKLYN","11208","Pizza",13,"A",FALSE,FALSE,93107,0.330254438,0.519885723,0.047923357,0.016615292,0.08532119,45630,35079,"Pizza"
"105134","41014952","CORTE CAFE","MANHATTAN","10007","Delicatessen",17,"B",FALSE,FALSE,6525,0.701302682,0.063295019,0.157394636,0.053793103,0.024214559,385882,216037,"Sandwiches"
"105193","41015002","EL CASTILLO DE JAQUE RESTAURANT","BROOKLYN","11220","Latin (Cuban, Dominican, Puerto Rican, South & Central American)",13,"A",FALSE,FALSE,103089,0.316163703,0.025686543,0.421703577,0.021156476,0.215289701,53080,37580,"Latin/Spanish"
"105263","41015170","CARMINE'S PIZZA","BROOKLYN","11211","Pizza",2,"A",FALSE,FALSE,93271,0.825497743,0.045930675,0.035777466,0.02009199,0.072702126,70753,46848,"Pizza"
"105314","41015818","BOZU","BROOKLYN","11201","Japanese",13,"A",FALSE,FALSE,54668,0.663678935,0.128320041,0.090034389,0.05054145,0.067425185,151188,95369,"Asian"
"105338","41015916","SUBWAY","QUEENS","11426","Sandwiches",10,"A",FALSE,FALSE,19575,0.481430396,0.02916986,0.378850575,0.032745849,0.077803321,99850,82301,"Sandwiches"
"105387","41016441","JAMAICAN FLAVORS","QUEENS","11413","Caribbean",7,"A",FALSE,FALSE,40385,0.03115018,0.916998886,0.01512938,0.017234122,0.019487433,89814,78667,"Latin/Spanish"
"105512","41016886","TENZAN CUISINE","MANHATTAN","10023","Japanese",11,"A",TRUE,FALSE,61315,0.826518796,0.034151513,0.102797032,0.02454538,0.011987279,183329,103534,"Asian"
"105563","41017362","MCDONALD'S","QUEENS","11373","Hamburgers",7,"A",FALSE,FALSE,99159,0.398118174,0.019796488,0.488094878,0.021188193,0.072802267,62530,47667,"American"
"105595","41017379","SAL'S PIZZA / MAMMA MARIA RESTAURANT","BROOKLYN","11231","Pizza/Italian",12,"A",FALSE,FALSE,34137,0.644989308,0.124000352,0.055599496,0.040513226,0.134897618,109631,78174,"Italian"
"105610","41017390","EUROPAN CAFE","MANHATTAN","10036","Sandwiches/Salads/Mixed Buffet",3,"A",FALSE,FALSE,23132,0.662848003,0.07980287,0.166565796,0.034713816,0.056069514,106275,66599,"Sandwiches"
"105658","41017592","KIMGANAE RESTAURANT","QUEENS","11354","Korean",11,"A",TRUE,FALSE,56258,0.265046749,0.037363575,0.580664083,0.0338263,0.083099293,63705,46566,"Asian"
"105702","41017770","GRAZIELLA'S","BROOKLYN","11205","Italian",10,"A",FALSE,FALSE,43002,0.474326775,0.320706014,0.056113669,0.033300777,0.115552765,73758,44688,"Italian"
"105782","41017916","AIRWAYS PIZZA & GYRO RESTAURANT","QUEENS","11369","Pizza",12,"A",FALSE,FALSE,40761,0.240499497,0.167046932,0.116115895,0.041485734,0.434851942,66369,53617,"Pizza"
"105822","41018004","ANGELICA PIZZERIA","BROOKLYN","11217","Pizza/Italian",0,"A",FALSE,FALSE,38787,0.548379612,0.208471911,0.065588986,0.043803336,0.133756155,117480,81862,"Italian"
"105830","41018146","TROPICAL II RESTAURANT","QUEENS","11101","Latin (Cuban, Dominican, Puerto Rican, South & Central American)",10,"A",FALSE,FALSE,25537,0.504953597,0.175235932,0.180444062,0.020715041,0.118651369,67121,47142,"Latin/Spanish"
"105933","41018252","COLES DOCK SIDE RESTAURANT","STATEN ISLAND","10308","Italian",4,"A",FALSE,FALSE,28939,0.956183697,0.00158955,0.031065344,0.004975984,0.006185425,105080,88075,"Italian"
"106046","41019069","PEPPAS JERK CHICKEN RESTAURANT","BROOKLYN","11226","Caribbean",11,"A",FALSE,FALSE,98325,0.095601322,0.76058988,0.032972286,0.023574879,0.087261632,54348,40734,"Latin/Spanish"
"106063","41019083","PEPPINO'S","BROOKLYN","11209","Italian",12,"A",TRUE,FALSE,72623,0.771188191,0.023312174,0.125814136,0.023835424,0.055850075,82258,58261,"Italian"
"106084","41019340","BLUE HORIZON PUB","BRONX","10466","Caribbean",13,"A",FALSE,FALSE,70609,0.076378365,0.758005353,0.019586738,0.014417426,0.131612117,56384,44012,"Latin/Spanish"
"106116","41019412","GEN RESTAURANT","BROOKLYN","11238","Japanese",13,"A",FALSE,FALSE,51895,0.413912708,0.422545525,0.065825224,0.04564987,0.052066673,88005,65315,"Asian"
"106158","41019480","PANINI & CO","MANHATTAN","10006","Sandwiches",12,"A",FALSE,FALSE,2507,0.701635421,0.03948943,0.189070602,0.056641404,0.013163143,149520,119274,"Sandwiches"
"106408","41020284","LITTLE ITALY PIZZA","MANHATTAN","10036","Pizza",11,"A",TRUE,FALSE,23132,0.662848003,0.07980287,0.166565796,0.034713816,0.056069514,106275,66599,"Pizza"
"106460","41020311","SHARAN DELI","MANHATTAN","10018","Delicatessen",2,"A",FALSE,FALSE,7021,0.587523145,0.066229882,0.255234297,0.025637374,0.065375303,139891,104635,"Sandwiches"
"106479","41020367","CUCINA FRESCA","STATEN ISLAND","10306","Pizza/Italian",9,"A",FALSE,FALSE,55902,0.879288755,0.030821795,0.053808451,0.011842152,0.024238847,93591,75807,"Italian"
"106617","41021233","HOMESTEAD GOURMET SHOP","QUEENS","11415","Delicatessen",10,"A",FALSE,FALSE,19145,0.601619222,0.085818752,0.163802559,0.021728911,0.127030556,78864,63549,"Sandwiches"
"106643","41021272","Fiore's Pizza","MANHATTAN","10012","Pizza",12,"A",FALSE,FALSE,26145,0.753145917,0.022566456,0.165959074,0.029795372,0.02853318,136376,86594,"Pizza"
