"","camis","dba","boro","zipcode","cuisine_description","score","grade","rodent_list","roach_list","total.list","white.list","black.list","asian.list","multi.list","other.list","mean_income.list","median_income.list","cuisine_group_factor"
"305833","41602946","FRANCESCA LA VELA CUCINA","MANHATTAN","10024","Italian",11,"A",FALSE,FALSE,59164,0.809884389,0.067929822,0.060188628,0.044030153,0.017967007,194424,109956,"Italian"
"305840","41602948","NEW GOLDEN STAR","QUEENS","11364","Chinese",12,"A",FALSE,TRUE,34751,0.443757014,0.017093033,0.486604702,0.023682772,0.028862479,86027,72909,"Chinese"
"305866","41602974","ZUTTO","MANHATTAN","10013","Japanese",13,"A",FALSE,FALSE,26065,0.561212354,0.036063687,0.342106273,0.04331479,0.017302897,207336,83725,"Asian"
"305900","41603054","AMICI II","MANHATTAN","10013","Italian",10,"A",FALSE,FALSE,26065,0.561212354,0.036063687,0.342106273,0.04331479,0.017302897,207336,83725,"Italian"
"305926","41603124","LUCKY SEVEN TAPAS BAR","MANHATTAN","10033","Latin (Cuban, Dominican, Puerto Rican, South & Central American)",13,"A",FALSE,FALSE,58710,0.411003236,0.090172032,0.027201499,0.04184977,0.429773463,62147,41556,"Latin/Spanish"
"306017","41603176","TU RANCHITO RESTAURANT","STATEN ISLAND","10304","Mexican",26,"Z",FALSE,FALSE,43084,0.475234426,0.291686009,0.108439328,0.029802247,0.094837991,77659,53168,"Latin/Spanish"
"306055","41603186","BRUNO'S RESTAURANT","QUEENS","11414","Italian",2,"A",FALSE,FALSE,28094,0.842065922,0.040471275,0.024773973,0.037801666,0.054887165,84024,66790,"Italian"
"306083","41603250","GUAYACOS RESTAURANT","QUEENS","11373","Latin (Cuban, Dominican, Puerto Rican, South & Central American)",11,"A",FALSE,FALSE,99159,0.398118174,0.019796488,0.488094878,0.021188193,0.072802267,62530,47667,"Latin/Spanish"
"306133","41603341","TONY'S PIZZA RESTAURANT","QUEENS","11374","Pizza",2,"A",FALSE,FALSE,42297,0.649502329,0.028772726,0.251601768,0.028016171,0.042107005,74469,52532,"Pizza"
"306155","41603367","FOOD KING CHINESE RESTAURANT","MANHATTAN","10002","Chinese",7,"A",FALSE,FALSE,82191,0.310800453,0.0736942,0.444391722,0.037899527,0.133214099,60347,33218,"Chinese"
"306182","41603386","NEW HAPPY JOY","BRONX","10470","Chinese",22,"Z",FALSE,FALSE,14850,0.470505051,0.325521886,0.037710438,0.021144781,0.145117845,69447,58600,"Chinese"
"306250","41603499","LA PENTOLA ITALIAN PIZZERIA","BRONX","10462","Italian",16,"B",FALSE,FALSE,77369,0.230557458,0.279194509,0.120539234,0.033411315,0.336297483,55062,45864,"Italian"
"306293","41603543","HARRY'S ITALIAN PIZZA PARLOR","MANHATTAN","10112","Italian",7,"A",FALSE,FALSE,0,NA,NA,NA,NA,NA,NA,NA,"Italian"
"306326","41603616","SPICE","BROOKLYN","11217","Thai",11,"A",FALSE,FALSE,38787,0.548379612,0.208471911,0.065588986,0.043803336,0.133756155,117480,81862,"Asian"
"306386","41603682","SALLY'S WEST INDIAN RESTAURANT","BROOKLYN","11236","Caribbean",13,"A",TRUE,FALSE,97217,0.065358939,0.855539669,0.025941965,0.008085006,0.045074421,72060,61061,"Latin/Spanish"
"306489","41603757","TONG TONG TONKATSU","QUEENS","11354","Korean",12,"A",FALSE,FALSE,56258,0.265046749,0.037363575,0.580664083,0.0338263,0.083099293,63705,46566,"Asian"
"306533","41603858","FU XING HOUSE","BROOKLYN","11208","Chinese",7,"A",FALSE,FALSE,93107,0.330254438,0.519885723,0.047923357,0.016615292,0.08532119,45630,35079,"Chinese"
"306575","41603865","SAUCE","MANHATTAN","10002","Italian",10,"A",FALSE,FALSE,82191,0.310800453,0.0736942,0.444391722,0.037899527,0.133214099,60347,33218,"Italian"
"306597","41604013","Mamas Empanadas","QUEENS","11103","Latin (Cuban, Dominican, Puerto Rican, South & Central American)",8,"A",FALSE,FALSE,37745,0.772314214,0.027023447,0.128652802,0.026122665,0.045886872,69034,55129,"Latin/Spanish"
"306607","41604026","MINI PICANTERIA EL GUAYAQUILENO II","QUEENS","11372","Spanish",10,"A",FALSE,FALSE,63320,0.615240051,0.022109918,0.18780796,0.031285534,0.143556538,62316,48683,"Latin/Spanish"
"306624","41604098","SHILLA UNION","QUEENS","11354","Korean",12,"A",FALSE,FALSE,56258,0.265046749,0.037363575,0.580664083,0.0338263,0.083099293,63705,46566,"Asian"
"306680","41604256","VICTOR'S COFFEE SHOP DELI & RESTAURANT","QUEENS","11420","Latin (Cuban, Dominican, Puerto Rican, South & Central American)",8,"A",FALSE,FALSE,48449,0.16617474,0.282523891,0.184730335,0.064645297,0.301925736,77629,59832,"Latin/Spanish"
"306737","41604293","KRISPY PIZZA","STATEN ISLAND","10314","Pizza/Italian",4,"A",FALSE,FALSE,87276,0.774840735,0.042611944,0.13909895,0.011721435,0.031726935,91434,77242,"Italian"
"306767","41604359","HENRY","BROOKLYN","11215","Vietnamese/Cambodian/Malaysia",9,"A",FALSE,FALSE,68891,0.740836974,0.047785632,0.074683195,0.049309779,0.087384419,132302,95654,"Asian"
"306916","41604543","THE NEW PORTALES TAQUERIA","QUEENS","11106","Mexican",8,"A",FALSE,FALSE,36869,0.607936207,0.083050801,0.165477773,0.031516993,0.112018227,65573,48720,"Latin/Spanish"
"306946","41604545","HANG SHING KITCHEN","QUEENS","11375","Chinese",4,"A",FALSE,FALSE,69757,0.651117451,0.028713964,0.247932107,0.024886391,0.047350087,94345,72000,"Chinese"
"306955","41604594","EL GALLITO RESTAURANT","BROOKLYN","11232","Mexican",2,"A",FALSE,FALSE,28824,0.401158757,0.060817374,0.143456842,0.04652373,0.348043297,57917,43595,"Latin/Spanish"
"306963","41604710","LITTLE CAESARS","BRONX","10458","Pizza",7,"A",FALSE,FALSE,74859,0.208418493,0.220267436,0.035894148,0.040916924,0.494502999,39384,24618,"Pizza"
"306978","41604732","KING'S CHEF","QUEENS","11357","Chinese",3,"A",FALSE,FALSE,40872,0.764924643,0.003254061,0.182496575,0.023463496,0.025861225,89578,71978,"Chinese"
"306991","41604751","REGGAE CAFE","BROOKLYN","11221","Caribbean",12,"A",TRUE,FALSE,81321,0.297549219,0.556768854,0.030213598,0.017498555,0.097969774,51952,39178,"Latin/Spanish"
"307078","41604869","LA NUEVA ESTRELLA PIZZA AND DELI GROCERY","BRONX","10463","Spanish",5,"A",FALSE,FALSE,70420,0.443851179,0.150255609,0.037446748,0.045299631,0.323146833,76188,54258,"Latin/Spanish"
"307093","41604891","HUNAN MANOR RESTAURANT","MANHATTAN","10016","Chinese",37,"C",FALSE,FALSE,51196,0.748906165,0.032912728,0.155480897,0.023380733,0.039319478,155107,105324,"Chinese"
"307165","41604906","FABIO PICCOLO FIORE","MANHATTAN","10017","Italian",5,"A",FALSE,FALSE,16129,0.766259533,0.023870048,0.183582367,0.018972038,0.007316015,157023,100652,"Italian"
"307379","41605081","EL RODEO","QUEENS","11102","Spanish",12,"A",FALSE,TRUE,34529,0.56474268,0.096556518,0.15812795,0.030438182,0.150134669,67035,49924,"Latin/Spanish"
"307412","41605151","MEXICUE","MANHATTAN","10001","Mexican",13,"A",FALSE,FALSE,21966,0.63475371,0.107575344,0.175452973,0.049075844,0.033142129,157557,81671,"Latin/Spanish"
"307444","41605161","BEAUTIFUL MEMORY DESSERTS","QUEENS","11354","Asian",4,"A",FALSE,FALSE,56258,0.265046749,0.037363575,0.580664083,0.0338263,0.083099293,63705,46566,"Asian"
"307481","41605223","YU SUSHI","MANHATTAN","10033","Japanese",5,"A",FALSE,FALSE,58710,0.411003236,0.090172032,0.027201499,0.04184977,0.429773463,62147,41556,"Asian"
"307507","41605284","WOK & ROLL","QUEENS","11430","Chinese",9,"A",TRUE,FALSE,140,0.128571429,0.657142857,0,0.042857143,0.171428571,NA,NA,"Chinese"
"307552","41605297","DELIZIA 92","MANHATTAN","10128","Pizza/Italian",9,"A",FALSE,FALSE,60121,0.825535171,0.044759735,0.096472115,0.020259144,0.012973836,167623,96296,"Italian"
"307578","41605298","DE LA VEGA RESTAURANT","BROOKLYN","11206","Spanish",8,"A",FALSE,FALSE,81525,0.446513339,0.254155167,0.049457222,0.032186446,0.217687826,43235,28559,"Latin/Spanish"
"307601","41605309","FU HAI RESTAURANT","BROOKLYN","11220","Chinese",32,"C",FALSE,FALSE,103089,0.316163703,0.025686543,0.421703577,0.021156476,0.215289701,53080,37580,"Chinese"
"307661","41605430","CHUKO","BROOKLYN","11238","Japanese",10,"A",TRUE,FALSE,51895,0.413912708,0.422545525,0.065825224,0.04564987,0.052066673,88005,65315,"Asian"
"307736","41605848","MING'S GREAT WALL KITCHEN","BRONX","10461","Chinese",7,"A",FALSE,FALSE,51730,0.506069979,0.073168374,0.105026097,0.037212449,0.278523101,67093,52347,"Chinese"
"307761","41605850","AJISEN RAMEN","MANHATTAN","10001","Japanese",3,"A",FALSE,FALSE,21966,0.63475371,0.107575344,0.175452973,0.049075844,0.033142129,157557,81671,"Asian"
"307831","41605964","MELANIES 2009 INC RESTAURANT","BROOKLYN","11230","Spanish",10,"A",FALSE,FALSE,84219,0.716037949,0.080088816,0.124579964,0.014901626,0.064391646,63309,42170,"Latin/Spanish"
"307980","41606200","D'BARBAROS BILLIARDS","BRONX","10452","Spanish",10,"A",FALSE,FALSE,74931,0.153167581,0.33173186,0.014920393,0.028733101,0.471447065,36082,25979,"Latin/Spanish"
"308031","41606446","FUTIGI","QUEENS","11365","Japanese",10,"A",FALSE,FALSE,41924,0.37610915,0.056793245,0.450982731,0.030793817,0.085321057,71148,55492,"Asian"
"308050","41606450","SUAREZ FAMILY PIZZA","BRONX","10461","Pizza",5,"A",FALSE,FALSE,51730,0.506069979,0.073168374,0.105026097,0.037212449,0.278523101,67093,52347,"Pizza"
"308069","41606724","RICHIE RICH CAIBBEAN AND AMERICAN CUISINE","BRONX","10467","Caribbean",12,"A",FALSE,FALSE,98754,0.186635478,0.384814792,0.061101322,0.042823582,0.324624825,47694,36048,"Latin/Spanish"
"308117","41606738","BARKOGI","MANHATTAN","10022","Asian",21,"B",FALSE,FALSE,29618,0.852961037,0.020730637,0.097980958,0.013944223,0.014383145,214340,109019,"Asian"
"308157","41606775","MUKEUNJI II","MANHATTAN","10001","Korean",8,"A",FALSE,FALSE,21966,0.63475371,0.107575344,0.175452973,0.049075844,0.033142129,157557,81671,"Asian"
"308220","41606800","SUBWAY","BRONX","10468","Sandwiches",6,"A",FALSE,FALSE,71822,0.131881596,0.236376041,0.038038484,0.040196597,0.553507282,43327,33776,"Sandwiches"
"308241","41606808","GOUSTARO","BROOKLYN","11209","Delicatessen",15,"B",FALSE,TRUE,72623,0.771188191,0.023312174,0.125814136,0.023835424,0.055850075,82258,58261,"Sandwiches"
"308297","41606952","EL PUERTO MEXICANO","QUEENS","11421","Mexican",13,"A",FALSE,FALSE,42588,0.447520428,0.065652296,0.166619705,0.044754391,0.275453179,76733,60897,"Latin/Spanish"
"308316","41606966","PEKING","BRONX","10457","Chinese",9,"A",FALSE,FALSE,70282,0.147519991,0.370621212,0.014626789,0.034347344,0.432884665,36595,24949,"Chinese"
"308377","41607254","CHINA BAR","QUEENS","11354","Asian",17,"B",FALSE,FALSE,56258,0.265046749,0.037363575,0.580664083,0.0338263,0.083099293,63705,46566,"Asian"
"308439","41607294","LA ABUNDANCIA","QUEENS","11368","Spanish",21,"B",FALSE,FALSE,107962,0.455669587,0.119393861,0.113456587,0.026907616,0.28457235,57070,45964,"Latin/Spanish"
"308465","41607334","LITTLE CAESARS","BROOKLYN","11212","Pizza/Italian",2,"A",FALSE,FALSE,84520,0.04493611,0.865558448,0.009678183,0.011890677,0.067936583,39952,28348,"Italian"
"308573","41607653","OBIKA MOZZARELLA BAR","MANHATTAN","10022","Italian",8,"A",FALSE,FALSE,29618,0.852961037,0.020730637,0.097980958,0.013944223,0.014383145,214340,109019,"Italian"
"308585","41607749","NEW GREAT WALL RESTAURANT","BROOKLYN","11220","Chinese",9,"A",FALSE,TRUE,103089,0.316163703,0.025686543,0.421703577,0.021156476,0.215289701,53080,37580,"Chinese"
"308594","41607750","CHOPSTICK","BROOKLYN","11236","Chinese",12,"A",FALSE,FALSE,97217,0.065358939,0.855539669,0.025941965,0.008085006,0.045074421,72060,61061,"Chinese"
"308638","41607804","LITTLE CHOPSTICKS KITCHEN","BRONX","10455","Chinese",11,"A",FALSE,FALSE,38576,0.180397138,0.320613853,0.002799668,0.03007051,0.46611883,32350,22609,"Chinese"
"308667","41607908","LONGEVOUSJOY","BROOKLYN","11204","Japanese",12,"A",TRUE,FALSE,80963,0.676333634,0.006435038,0.271988439,0.013302373,0.031940516,62859,45472,"Asian"
"308712","41608024","KOBEYAKI","MANHATTAN","10001","Japanese",10,"A",TRUE,FALSE,21966,0.63475371,0.107575344,0.175452973,0.049075844,0.033142129,157557,81671,"Asian"
"308751","41608200","MIKE'S PIZZA OF BROOKLYN","BROOKLYN","11226","Pizza",5,"A",FALSE,FALSE,98325,0.095601322,0.76058988,0.032972286,0.023574879,0.087261632,54348,40734,"Pizza"
"308764","41608273","SUPER NO. 1 KITCHEN","BROOKLYN","11238","Chinese",5,"A",FALSE,FALSE,51895,0.413912708,0.422545525,0.065825224,0.04564987,0.052066673,88005,65315,"Chinese"
"308783","41608274","HAPPY HOUSE EXPRESS","QUEENS","11411","Chinese",12,"A",TRUE,FALSE,18722,0.032475163,0.916088025,0.018213866,0.018694584,0.014528362,93660,83099,"Chinese"
"308920","41608413","SUPREME DELI","QUEENS","11432","Delicatessen",19,"B",TRUE,FALSE,61687,0.227487153,0.164313389,0.379415436,0.055311492,0.173472531,67975,50450,"Sandwiches"
"308974","41608422","GUZAN JAPANESE CUISINE & BAR","MANHATTAN","10028","Japanese",3,"A",FALSE,FALSE,44295,0.890664861,0.015396772,0.06388983,0.01943786,0.010610678,193882,104638,"Asian"
"309057","41608757","Great Wall","BRONX","10462","Chinese",9,"A",FALSE,FALSE,77369,0.230557458,0.279194509,0.120539234,0.033411315,0.336297483,55062,45864,"Chinese"
"309090","41608817","NEW NO.1 CHINESE RESTAURANT","BRONX","10472","Chinese",7,"A",FALSE,FALSE,68898,0.149583442,0.304885483,0.059740486,0.093326367,0.392464222,43093,30288,"Chinese"
"309111","41608836","PONTE VECCHIO","BROOKLYN","11209","Italian",12,"A",FALSE,FALSE,72623,0.771188191,0.023312174,0.125814136,0.023835424,0.055850075,82258,58261,"Italian"
"309133","41608854","GAL BI MA EUL","QUEENS","11358","Korean",2,"A",FALSE,FALSE,38317,0.465720176,0.019286479,0.42320641,0.022078973,0.069707963,83862,65722,"Asian"
"309254","41608879","LUCKY & HAPPY RESTAURANT","BROOKLYN","11220","Chinese",22,"B",FALSE,FALSE,103089,0.316163703,0.025686543,0.421703577,0.021156476,0.215289701,53080,37580,"Chinese"
"309301","41608933","KAN WAH CHINESE RESTAURANT","QUEENS","11355","Chinese",10,"A",FALSE,FALSE,83221,0.165847563,0.029451701,0.705783396,0.028262097,0.070655243,57510,41884,"Chinese"
"309341","41608998","BAR MISHIMA","MANHATTAN","10022","Japanese",9,"A",FALSE,FALSE,29618,0.852961037,0.020730637,0.097980958,0.013944223,0.014383145,214340,109019,"Asian"
"309373","41609062","PARADISE CAFE NY RESTAURANT","BRONX","10452","Spanish",13,"A",FALSE,FALSE,74931,0.153167581,0.33173186,0.014920393,0.028733101,0.471447065,36082,25979,"Latin/Spanish"
"309433","41609147","MYTHAI CAFE","BROOKLYN","11209","Thai",13,"A",FALSE,FALSE,72623,0.771188191,0.023312174,0.125814136,0.023835424,0.055850075,82258,58261,"Asian"
"309477","41609166","FLOWER DRUM HOUSE","QUEENS","11105","Chinese",8,"A",FALSE,FALSE,36190,0.784553744,0.020972644,0.097457861,0.025835866,0.071179884,74283,57525,"Chinese"
"309576","41609223","SUBWAY","BRONX","10461","Sandwiches",0,"A",FALSE,FALSE,51730,0.506069979,0.073168374,0.105026097,0.037212449,0.278523101,67093,52347,"Sandwiches"
"309623","41609236","LUNG FONG  RESTAURANT","BRONX","10460","Chinese",9,"A",FALSE,FALSE,56084,0.131606162,0.271467798,0.020433635,0.030115541,0.546376863,34517,22307,"Chinese"
"309644","41609237","F.L.H. SEAFOOD RESTAURANT","BROOKLYN","11214","Asian",18,"B",FALSE,FALSE,83156,0.570229448,0.010378085,0.339530521,0.010101496,0.06976045,59810,43398,"Asian"
"309763","41609423","SRI THAI CAFE","BROOKLYN","11211","Thai",9,"A",FALSE,FALSE,93271,0.825497743,0.045930675,0.035777466,0.02009199,0.072702126,70753,46848,"Asian"
"309811","41609497","SHANGHAI PAVILION","MANHATTAN","10075","Chinese",18,"Z",FALSE,FALSE,24849,0.884904825,0.014487505,0.058271963,0.018109381,0.024226327,189081,102941,"Chinese"
"309852","41609500","J EAST","MANHATTAN","10003","Chinese",22,"B",FALSE,FALSE,57310,0.775955331,0.041196999,0.134444251,0.029767929,0.018635491,146769,92540,"Chinese"
"309945","41609624","D.K. KITCHEN","BROOKLYN","11204","Asian",12,"A",FALSE,FALSE,80963,0.676333634,0.006435038,0.271988439,0.013302373,0.031940516,62859,45472,"Asian"
"309955","41609832","ISLAND BURGERS & SHAKES","MANHATTAN","10024","Hamburgers",11,"A",FALSE,FALSE,59164,0.809884389,0.067929822,0.060188628,0.044030153,0.017967007,194424,109956,"American"
"309974","41610065","DELICIAS CALENAS #2","QUEENS","11372","Spanish",13,"A",FALSE,FALSE,63320,0.615240051,0.022109918,0.18780796,0.031285534,0.143556538,62316,48683,"Latin/Spanish"
"310019","41610164","IL BUCO VINERIA","MANHATTAN","10012","Italian",10,"A",FALSE,FALSE,26145,0.753145917,0.022566456,0.165959074,0.029795372,0.02853318,136376,86594,"Italian"
"310091","41610200","EL CID TAPAS BAR & RESTAURANT","MANHATTAN","10011","Tapas",9,"A",FALSE,FALSE,52167,0.779860832,0.041213794,0.097341231,0.043418253,0.03816589,191483,104238,"Latin/Spanish"
"310152","41610260","FIRST STOP DELI","BROOKLYN","11230","Delicatessen",12,"A",FALSE,FALSE,84219,0.716037949,0.080088816,0.124579964,0.014901626,0.064391646,63309,42170,"Sandwiches"
"310190","41610408","Rolly Kimbab","QUEENS","11358","Korean",12,"A",FALSE,FALSE,38317,0.465720176,0.019286479,0.42320641,0.022078973,0.069707963,83862,65722,"Asian"
"310262","41610426","GLOW THAI RESTAURANT","BROOKLYN","11209","Thai",9,"A",FALSE,FALSE,72623,0.771188191,0.023312174,0.125814136,0.023835424,0.055850075,82258,58261,"Asian"
"310275","41610620","SWEETIE & VIP","QUEENS","11358","Korean",7,"A",FALSE,FALSE,38317,0.465720176,0.019286479,0.42320641,0.022078973,0.069707963,83862,65722,"Asian"
"310283","41610636","RESOBOX","QUEENS","11101","Japanese",3,"A",FALSE,FALSE,25537,0.504953597,0.175235932,0.180444062,0.020715041,0.118651369,67121,47142,"Asian"
"310332","41610754","EAST HARBOR SEAFOOD PALACE","BROOKLYN","11220","Chinese",13,"A",TRUE,FALSE,103089,0.316163703,0.025686543,0.421703577,0.021156476,0.215289701,53080,37580,"Chinese"
"310396","41610778","JUQUILITA BAR","BROOKLYN","11220","Latin (Cuban, Dominican, Puerto Rican, South & Central American)",9,"A",FALSE,FALSE,103089,0.316163703,0.025686543,0.421703577,0.021156476,0.215289701,53080,37580,"Latin/Spanish"
"310416","41610835","WANG GARDEN","BRONX","10459","Chinese",4,"A",FALSE,FALSE,47977,0.132104967,0.304500073,0.00621131,0.039393876,0.517789774,35421,24461,"Chinese"
"310458","41610955","GUADALAJARA DE DIA","BROOKLYN","11237","Mexican",12,"A",TRUE,FALSE,55478,0.403511302,0.144543783,0.066801255,0.024478172,0.360665489,53955,40372,"Latin/Spanish"
"310597","41611175","BRONX LALA PIZZA","BRONX","10451","Pizza",12,"A",FALSE,FALSE,47069,0.171407933,0.436359387,0.019736982,0.028596316,0.343899382,36560,26754,"Pizza"
"310723","41611381","BURGER KING, POPEYE'S CHICKEN & BISCUITS","BROOKLYN","11209","Hamburgers",10,"A",FALSE,FALSE,72623,0.771188191,0.023312174,0.125814136,0.023835424,0.055850075,82258,58261,"American"
"310776","41611450","ANDAMAN THAI BISTRO","MANHATTAN","10128","Thai",4,"A",FALSE,FALSE,60121,0.825535171,0.044759735,0.096472115,0.020259144,0.012973836,167623,96296,"Asian"
"310796","41611521","POSH TOMATO","BROOKLYN","11230","Pizza",11,"A",FALSE,TRUE,84219,0.716037949,0.080088816,0.124579964,0.014901626,0.064391646,63309,42170,"Pizza"
"310811","41611549","CITI BAGEL & DELI","STATEN ISLAND","10309","Delicatessen",9,"A",FALSE,FALSE,32646,0.915058506,0.025056669,0.037493108,0.011027385,0.011364333,105948,86297,"Sandwiches"
"310857","41611605","A+ LOLLIPOP","BROOKLYN","11222","Vietnamese/Cambodian/Malaysia",33,"Z",FALSE,FALSE,34186,0.839583455,0.018545603,0.056836132,0.025302756,0.059732054,79763,63739,"Asian"
"311037","41611717","KIMCHI GRILL","BROOKLYN","11238","Korean",5,"A",FALSE,FALSE,51895,0.413912708,0.422545525,0.065825224,0.04564987,0.052066673,88005,65315,"Asian"
"311135","41611929","DOTORI (ON ROOSEVELT AVE)","QUEENS","11354","Korean",5,"A",FALSE,FALSE,56258,0.265046749,0.037363575,0.580664083,0.0338263,0.083099293,63705,46566,"Asian"
"311265","41612017","KUKU CANTEEN","MANHATTAN","10003","Japanese",13,"A",FALSE,FALSE,57310,0.775955331,0.041196999,0.134444251,0.029767929,0.018635491,146769,92540,"Asian"
"311368","41612260","TROPICAL RESTAURANT","QUEENS","11421","Latin (Cuban, Dominican, Puerto Rican, South & Central American)",13,"A",FALSE,FALSE,42588,0.447520428,0.065652296,0.166619705,0.044754391,0.275453179,76733,60897,"Latin/Spanish"
"311747","41613016","EMPIRE 19 RESTAURANT","BRONX","10463","Chinese",11,"A",FALSE,FALSE,70420,0.443851179,0.150255609,0.037446748,0.045299631,0.323146833,76188,54258,"Chinese"
"311856","41613203","GOLDEN KRUST CARIBBEAN BAKERY & GRILL","BROOKLYN","11212","Caribbean",10,"A",FALSE,FALSE,84520,0.04493611,0.865558448,0.009678183,0.011890677,0.067936583,39952,28348,"Latin/Spanish"
"311878","41613207","SABOR Y RUMBA","QUEENS","11385","Latin (Cuban, Dominican, Puerto Rican, South & Central American)",17,"B",TRUE,FALSE,99379,0.818009841,0.019843226,0.068767043,0.01860554,0.074774349,64260,50799,"Latin/Spanish"
"311980","41613314","AMSTERDAM GOURMET","MANHATTAN","10024","Soups & Sandwiches",11,"A",FALSE,FALSE,59164,0.809884389,0.067929822,0.060188628,0.044030153,0.017967007,194424,109956,"Sandwiches"
"312066","41613424","LAS SERRANITAS RESTAURANT","QUEENS","11368","Spanish",12,"A",FALSE,FALSE,107962,0.455669587,0.119393861,0.113456587,0.026907616,0.28457235,57070,45964,"Latin/Spanish"
"312169","41613627","KOREAN TAKE OUT EXPRESS","MANHATTAN","10065","Korean",12,"A",FALSE,FALSE,32797,0.86337165,0.026984175,0.085952984,0.016830808,0.006860384,214581,115519,"Asian"
"312196","41613672","A LA SAIGON","MANHATTAN","10005","Vietnamese/Cambodian/Malaysia",29,"Z",FALSE,FALSE,6822,0.744209909,0.015244796,0.211228379,0.016564057,0.012752858,178458,124670,"Asian"
"312255","41613769","NEW SUNNY EAST 88 RESTAURANT","MANHATTAN","10128","Chinese",5,"A",FALSE,FALSE,60121,0.825535171,0.044759735,0.096472115,0.020259144,0.012973836,167623,96296,"Chinese"
"312278","41613806","THE BEST $1.00 PIZZA","MANHATTAN","10011","Pizza",10,"A",FALSE,FALSE,52167,0.779860832,0.041213794,0.097341231,0.043418253,0.03816589,191483,104238,"Pizza"
"312342","41613996","FRATELLI'S PIZZA & CAFE","BRONX","10474","Pizza/Italian",19,"B",FALSE,FALSE,12519,0.310088665,0.328061347,0.003594536,0.038261842,0.31999361,33007,25676,"Italian"
"312378","41614142","SALUTE PIZZA & RISTORANTE","MANHATTAN","10040","Pizza",7,"A",FALSE,FALSE,44825,0.392682655,0.09224763,0.026993865,0.036519799,0.451556051,60419,42721,"Pizza"
"312400","41614152","SOTTO CASA","BROOKLYN","11201","Pizza",11,"A",FALSE,FALSE,54668,0.663678935,0.128320041,0.090034389,0.05054145,0.067425185,151188,95369,"Pizza"
"312455","41614202","BEVACCO RESTAURANT","BROOKLYN","11201","Italian",8,"A",FALSE,FALSE,54668,0.663678935,0.128320041,0.090034389,0.05054145,0.067425185,151188,95369,"Italian"
"312482","41614210","PETALUMA","MANHATTAN","10021","Italian",12,"A",FALSE,FALSE,40862,0.885003181,0.019235476,0.074543586,0.013729137,0.00748862,208019,107907,"Italian"
"312496","41614214","OUR VILLAGE ROTI SHOP","QUEENS","11428","Caribbean",12,"A",FALSE,FALSE,20307,0.216132368,0.225685724,0.294036539,0.091495543,0.172649825,81239,69330,"Latin/Spanish"
"312560","41614253","LINDA'S PIZZA","BRONX","10470","Italian",10,"A",TRUE,FALSE,14850,0.470505051,0.325521886,0.037710438,0.021144781,0.145117845,69447,58600,"Italian"
"312591","41614337","LITTLE BROTHER BBQ","BROOKLYN","11238","Barbecue",8,"A",FALSE,FALSE,51895,0.413912708,0.422545525,0.065825224,0.04564987,0.052066673,88005,65315,"American"
"312603","41614411","ASIAM THAI CUISINE","MANHATTAN","10003","Thai",10,"A",FALSE,FALSE,57310,0.775955331,0.041196999,0.134444251,0.029767929,0.018635491,146769,92540,"Asian"
"312655","41614445","SKINNY'S CANTINA","QUEENS","11109","Latin (Cuban, Dominican, Puerto Rican, South & Central American)",12,"A",FALSE,FALSE,3524,0.72985244,0.026674234,0.187287174,0.044267877,0.011918275,157687,125871,"Latin/Spanish"
"312687","41614516","YOLA'S CAFE","BROOKLYN","11211","Mexican",10,"A",FALSE,FALSE,93271,0.825497743,0.045930675,0.035777466,0.02009199,0.072702126,70753,46848,"Latin/Spanish"
"312705","41614531","SILHOUETTE RESTAURANT LOUNGE","BRONX","10463","Latin (Cuban, Dominican, Puerto Rican, South & Central American)",8,"A",FALSE,FALSE,70420,0.443851179,0.150255609,0.037446748,0.045299631,0.323146833,76188,54258,"Latin/Spanish"
"312767","41614641","IL BARETTO","MANHATTAN","10019","Italian",12,"A",FALSE,FALSE,38394,0.726181174,0.065765484,0.134005313,0.026332239,0.047715789,135288,84424,"Italian"
"312834","41614709","THE NEW MILLENIUM","BROOKLYN","11216","Spanish",10,"A",FALSE,FALSE,53783,0.158154064,0.735399662,0.040923712,0.02603053,0.039492033,61139,43996,"Latin/Spanish"
"312897","41614718","LITTLE ITALY PIZZA/PAPAYA DOG","MANHATTAN","10016","Pizza/Italian",49,"Z",FALSE,FALSE,51196,0.748906165,0.032912728,0.155480897,0.023380733,0.039319478,155107,105324,"Italian"
"313029","41614800","HANA CAFE","BROOKLYN","11231","Japanese",7,"A",FALSE,TRUE,34137,0.644989308,0.124000352,0.055599496,0.040513226,0.134897618,109631,78174,"Asian"
"313116","41614971","FORTUNE COOKIES","BROOKLYN","11236","Chinese",13,"A",FALSE,TRUE,97217,0.065358939,0.855539669,0.025941965,0.008085006,0.045074421,72060,61061,"Chinese"
"313170","41615012","VERONICA'S BAKERY","STATEN ISLAND","10302","Mexican",7,"A",FALSE,FALSE,16811,0.612634584,0.203438225,0.065492832,0.029563976,0.088870382,70132,56841,"Latin/Spanish"
"313183","41615115","EL NUEVO CARIDAD RESTAURANT","MANHATTAN","10040","Spanish",9,"A",FALSE,FALSE,44825,0.392682655,0.09224763,0.026993865,0.036519799,0.451556051,60419,42721,"Latin/Spanish"
"313192","41615121","LITTLE CAESARS","BROOKLYN","11207","Pizza",12,"A",FALSE,FALSE,92491,0.143116628,0.666053994,0.01137408,0.018185553,0.161269745,45365,32945,"Pizza"
